Campaign_ID,Campaign_Name,Channel,Region,Customer_Segment,Product_Type,Customers_Targeted,Customers_Responded,Campaign_Cost,Revenue_Generated,Campaign_Start_Date,Campaign_End_Date,Response_Rate, Cost_per_acquisition ,ROI
CMP1572,Investment Plan Promotion,SMS,West,Young Professionals,Investment Plan,7619,263,56575,125451,08-03-2024,15-03-2024,3%, ? 215.11 ,122%
CMP1573,Insurance Promotion,Social Media,East,SME Owners,Insurance,5236,532,21932,464436,30-12-2024,07-01-2025,10%, ? 41.23 ,2018%
CMP1574,Savings Account Promotion,Social Media,East,Students,Savings Account,6916,1072,70098,1177056,11-02-2024,15-02-2024,16%, ? 65.39 ,1579%
CMP1575,Insurance Promotion,Push Notification,West,Retail,Insurance,3439,468,90393,325728,06-12-2024,13-12-2024,14%, ? 193.15 ,260%
CMP1576,Savings Account Promotion,Social Media,South,Students,Savings Account,10491,1621,95250,946664,01-04-2024,11-04-2024,15%, ? 58.76 ,894%
CMP1577,Personal Loan Promotion,Push Notification,North,High Net Worth,Personal Loan,8626,453,84353,153114,29-09-2024,04-10-2024,5%, ? 186.21 ,82%
CMP1578,Investment Plan Promotion,SMS,North,Students,Investment Plan,5835,438,94965,420480,31-05-2024,12-06-2024,8%, ? 216.82 ,343%
CMP1579,Personal Loan Promotion,Push Notification,East,Young Professionals,Personal Loan,4834,290,38951,140070,05-01-2024,08-01-2024,6%, ? 134.31 ,260%
CMP1580,Investment Plan Promotion,Social Media,South,SME Owners,Investment Plan,4660,519,95774,136497,31-03-2024,07-04-2024,11%, ? 184.54 ,43%
CMP1581,Savings Account Promotion,SMS,West,High Net Worth,Savings Account,10458,868,23630,294252,02-09-2024,09-09-2024,8%, ? 27.22 ,1145%
CMP1582,Insurance Promotion,Social Media,West,SME Owners,Insurance,14021,2083,36859,1491428,02-07-2024,08-07-2024,15%, ? 17.70 ,3946%
CMP1583,Personal Loan Promotion,SMS,East,Young Professionals,Personal Loan,3960,639,68651,499059,17-01-2024,22-01-2024,16%, ? 107.44 ,627%
CMP1584,Credit Card Promotion,Push Notification,South,High Net Worth,Credit Card,12386,1324,80011,1253828,03-11-2024,11-11-2024,11%, ? 60.43 ,1467%
CMP1585,Credit Card Promotion,Email,North,Retail,Credit Card,9166,690,92805,542340,03-08-2024,12-08-2024,8%, ? 134.50 ,484%
CMP1586,Credit Card Promotion,Push Notification,South,Young Professionals,Credit Card,6494,784,32991,752640,29-08-2024,01-09-2024,12%, ? 42.08 ,2181%
CMP1587,Investment Plan Promotion,SMS,North,Young Professionals,Investment Plan,8068,1428,114289,1146684,23-06-2024,29-06-2024,18%, ? 80.03 ,903%
CMP1588,Investment Plan Promotion,Push Notification,East,Retail,Investment Plan,11094,1923,39503,1365330,24-11-2024,04-12-2024,17%, ? 20.54 ,3356%
CMP1589,Credit Card Promotion,Push Notification,West,Retail,Credit Card,2115,64,22384,69120,12-08-2024,22-08-2024,3%, ? 349.75 ,209%
CMP1590,Investment Plan Promotion,Push Notification,North,Retail,Investment Plan,9742,1583,88026,1639988,13-01-2024,22-01-2024,16%, ? 55.61 ,1763%
CMP1591,Investment Plan Promotion,Social Media,East,Retail,Investment Plan,4767,688,56188,636400,19-06-2024,24-06-2024,14%, ? 81.67 ,1033%
CMP1592,Credit Card Promotion,Push Notification,South,Retail,Credit Card,5637,614,46943,199550,03-10-2024,07-10-2024,11%, ? 76.45 ,325%
CMP1593,Investment Plan Promotion,SMS,South,Young Professionals,Investment Plan,13944,1001,69847,485485,26-02-2024,02-03-2024,7%, ? 69.78 ,595%
CMP1594,Insurance Promotion,Social Media,East,Students,Insurance,14306,859,104761,268008,22-11-2024,01-12-2024,6%, ? 121.96 ,156%
CMP1595,Insurance Promotion,Email,East,SME Owners,Insurance,14866,2091,52792,1564068,01-01-2024,08-01-2024,14%, ? 25.25 ,2863%
CMP1596,Credit Card Promotion,SMS,South,Students,Credit Card,6236,891,28068,344817,07-05-2024,18-05-2024,14%, ? 31.50 ,1129%
CMP1597,Insurance Promotion,Email,North,SME Owners,Insurance,13390,2178,114754,855954,09-07-2024,19-07-2024,16%, ? 52.69 ,646%
CMP1598,Credit Card Promotion,Push Notification,West,Retail,Credit Card,13798,1423,74189,1669179,16-09-2024,24-09-2024,10%, ? 52.14 ,2150%
CMP1599,Insurance Promotion,SMS,North,SME Owners,Insurance,3098,255,44322,282795,06-07-2024,10-07-2024,8%, ? 173.81 ,538%
CMP1600,Credit Card Promotion,Social Media,North,High Net Worth,Credit Card,4092,709,94085,515443,06-03-2024,16-03-2024,17%, ? 132.70 ,448%
CMP1601,Insurance Promotion,SMS,South,High Net Worth,Insurance,7776,817,109833,473043,23-05-2024,31-05-2024,11%, ? 134.43 ,331%
CMP1602,Savings Account Promotion,Social Media,North,Retail,Savings Account,9355,484,66092,185372,20-04-2024,24-04-2024,5%, ? 136.55 ,180%
CMP1603,Credit Card Promotion,Email,South,Students,Credit Card,12534,1130,37622,1325490,29-04-2024,08-05-2024,9%, ? 33.29 ,3423%
CMP1604,Credit Card Promotion,SMS,South,SME Owners,Credit Card,11242,374,43782,285736,21-10-2024,24-10-2024,3%, ? 117.06 ,553%
CMP1605,Personal Loan Promotion,Social Media,South,High Net Worth,Personal Loan,7789,1377,54324,828954,22-02-2024,27-02-2024,18%, ? 39.45 ,1426%
CMP1606,Personal Loan Promotion,Push Notification,East,SME Owners,Personal Loan,9480,1364,50750,731104,01-07-2024,10-07-2024,14%, ? 37.21 ,1341%
CMP1607,Credit Card Promotion,Email,East,Retail,Credit Card,8687,846,100905,577818,23-02-2024,29-02-2024,10%, ? 119.27 ,473%
CMP1608,Savings Account Promotion,Push Notification,South,Retail,Savings Account,10851,1436,100909,541372,22-02-2024,03-03-2024,13%, ? 70.27 ,436%
CMP1609,Savings Account Promotion,Push Notification,East,Retail,Savings Account,8846,424,76378,284080,20-09-2024,24-09-2024,5%, ? 180.14 ,272%
CMP1610,Savings Account Promotion,Push Notification,West,Young Professionals,Savings Account,11227,1173,32237,573597,03-12-2024,13-12-2024,10%, ? 27.48 ,1679%
CMP1611,Investment Plan Promotion,Push Notification,West,Young Professionals,Investment Plan,14641,2024,27016,1851960,18-02-2024,29-02-2024,14%, ? 13.35 ,6755%
CMP1612,Savings Account Promotion,Push Notification,North,High Net Worth,Savings Account,7086,413,51897,406805,05-04-2024,13-04-2024,6%, ? 125.66 ,684%
CMP1613,Savings Account Promotion,SMS,North,Retail,Savings Account,12533,2059,82551,2094003,20-09-2024,01-10-2024,16%, ? 40.09 ,2437%
CMP1614,Insurance Promotion,SMS,West,Young Professionals,Insurance,4437,297,75103,105732,04-06-2024,17-06-2024,7%, ? 252.87 ,41%
CMP1615,Credit Card Promotion,Social Media,East,Retail,Credit Card,6728,565,52402,189840,10-06-2024,16-06-2024,8%, ? 92.75 ,262%
CMP1616,Savings Account Promotion,Email,East,SME Owners,Savings Account,11010,1046,22224,415262,21-04-2024,01-05-2024,10%, ? 21.25 ,1769%
CMP1617,Credit Card Promotion,Social Media,North,Young Professionals,Credit Card,8091,1062,52441,711540,05-08-2024,08-08-2024,13%, ? 49.38 ,1257%
CMP1618,Investment Plan Promotion,SMS,West,SME Owners,Investment Plan,14091,1760,43478,1944800,23-06-2024,02-07-2024,12%, ? 24.70 ,4373%
CMP1619,Credit Card Promotion,Push Notification,North,Retail,Credit Card,5796,793,35372,237900,24-01-2024,06-02-2024,14%, ? 44.61 ,573%
CMP1620,Investment Plan Promotion,Social Media,North,High Net Worth,Investment Plan,7904,1038,74040,835590,19-07-2024,26-07-2024,13%, ? 71.33 ,1029%
CMP1621,Savings Account Promotion,Social Media,West,Retail,Savings Account,9122,1141,86852,1151269,10-04-2024,18-04-2024,13%, ? 76.12 ,1226%
CMP1622,Investment Plan Promotion,Push Notification,West,Retail,Investment Plan,7423,651,45599,489552,20-12-2024,24-12-2024,9%, ? 70.04 ,974%
CMP1623,Personal Loan Promotion,SMS,South,SME Owners,Personal Loan,9935,847,25355,907984,13-01-2024,17-01-2024,9%, ? 29.94 ,3481%
CMP1624,Savings Account Promotion,SMS,East,Students,Savings Account,12980,1990,46654,2183030,16-01-2024,27-01-2024,15%, ? 23.44 ,4579%
CMP1625,Personal Loan Promotion,Push Notification,South,Retail,Personal Loan,6424,1030,54773,1227760,09-04-2024,18-04-2024,16%, ? 53.18 ,2142%
CMP1626,Savings Account Promotion,Push Notification,East,SME Owners,Savings Account,11388,403,105896,373581,20-09-2024,29-09-2024,4%, ? 262.77 ,253%
CMP1627,Savings Account Promotion,Push Notification,North,Students,Savings Account,9170,709,78283,246732,28-01-2024,07-02-2024,8%, ? 110.41 ,215%
CMP1628,Investment Plan Promotion,SMS,West,High Net Worth,Investment Plan,3461,404,80948,182204,22-08-2024,27-08-2024,12%, ? 200.37 ,125%
CMP1629,Personal Loan Promotion,SMS,West,Retail,Personal Loan,3548,137,24213,34661,17-05-2024,24-05-2024,4%, ? 176.74 ,43%
CMP1630,Savings Account Promotion,Social Media,North,SME Owners,Savings Account,9982,1550,81997,1122200,13-06-2024,21-06-2024,16%, ? 52.90 ,1269%
CMP1631,Savings Account Promotion,Push Notification,East,SME Owners,Savings Account,3815,594,28016,633798,17-05-2024,22-05-2024,16%, ? 47.16 ,2162%
CMP1632,Savings Account Promotion,Push Notification,South,Students,Savings Account,10088,1416,71813,305856,24-09-2024,02-10-2024,14%, ? 50.72 ,326%
CMP1633,Personal Loan Promotion,SMS,West,Students,Personal Loan,6979,219,81610,133152,15-08-2024,27-08-2024,3%, ? 372.65 ,63%
CMP1634,Insurance Promotion,Push Notification,East,Students,Insurance,5259,471,64864,495021,28-04-2024,01-05-2024,9%, ? 137.72 ,663%
CMP1635,Savings Account Promotion,SMS,East,SME Owners,Savings Account,12343,613,75243,609322,29-06-2024,11-07-2024,5%, ? 122.75 ,710%
CMP1636,Investment Plan Promotion,Push Notification,East,Retail,Investment Plan,7818,683,50116,227439,11-08-2024,18-08-2024,9%, ? 73.38 ,354%
CMP1637,Credit Card Promotion,SMS,South,High Net Worth,Credit Card,14952,2182,89561,1566676,31-08-2024,11-09-2024,15%, ? 41.05 ,1649%
CMP1638,Savings Account Promotion,Push Notification,South,SME Owners,Savings Account,5709,659,53487,496886,14-05-2024,20-05-2024,12%, ? 81.16 ,829%
CMP1639,Personal Loan Promotion,Email,West,SME Owners,Personal Loan,6402,214,24426,208650,12-08-2024,21-08-2024,3%, ? 114.14 ,754%
CMP1640,Personal Loan Promotion,Social Media,South,Students,Personal Loan,13767,1358,82522,1144794,13-04-2024,18-04-2024,10%, ? 60.77 ,1287%
CMP1641,Insurance Promotion,Push Notification,West,Retail,Insurance,14188,911,112769,387175,23-07-2024,01-08-2024,6%, ? 123.79 ,243%
CMP1642,Investment Plan Promotion,Push Notification,West,High Net Worth,Investment Plan,11433,1341,41607,793872,28-04-2024,05-05-2024,12%, ? 31.03 ,1808%
CMP1643,Investment Plan Promotion,Push Notification,North,Students,Investment Plan,12039,2151,98257,1140030,22-05-2024,30-05-2024,18%, ? 45.68 ,1060%
CMP1644,Savings Account Promotion,Email,North,Young Professionals,Savings Account,2232,135,66169,93285,17-07-2024,29-07-2024,6%, ? 490.14 ,41%
CMP1645,Insurance Promotion,SMS,North,High Net Worth,Insurance,13704,1690,66473,1193140,27-10-2024,01-11-2024,12%, ? 39.33 ,1695%
CMP1646,Credit Card Promotion,Social Media,West,Retail,Credit Card,8410,1490,75751,832910,08-03-2024,21-03-2024,18%, ? 50.84 ,1000%
CMP1647,Investment Plan Promotion,Email,East,Young Professionals,Investment Plan,10682,1618,52430,1234534,11-04-2024,21-04-2024,15%, ? 32.40 ,2255%
CMP1648,Insurance Promotion,SMS,West,Students,Insurance,9605,965,38990,345470,22-06-2024,26-06-2024,10%, ? 40.40 ,786%
CMP1649,Credit Card Promotion,Push Notification,South,Students,Credit Card,13033,678,25939,379680,04-09-2024,12-09-2024,5%, ? 38.26 ,1364%
CMP1650,Insurance Promotion,Push Notification,North,Students,Insurance,3696,641,64769,137174,11-08-2024,23-08-2024,17%, ? 101.04 ,112%
CMP1651,Savings Account Promotion,Email,North,Young Professionals,Savings Account,8420,1467,84805,1133991,26-03-2024,30-03-2024,17%, ? 57.81 ,1237%
CMP1652,Personal Loan Promotion,Social Media,East,SME Owners,Personal Loan,12541,1190,87293,240380,06-01-2024,16-01-2024,9%, ? 73.36 ,175%
CMP1653,Credit Card Promotion,Push Notification,East,SME Owners,Credit Card,13691,2254,28811,811440,27-07-2024,09-08-2024,16%, ? 12.78 ,2716%
CMP1654,Credit Card Promotion,Push Notification,West,Students,Credit Card,12572,1371,74110,1188657,10-03-2024,21-03-2024,11%, ? 54.06 ,1504%
CMP1655,Credit Card Promotion,Social Media,North,Retail,Credit Card,14867,2567,51279,2297465,15-11-2024,28-11-2024,17%, ? 19.98 ,4380%
CMP1656,Personal Loan Promotion,Social Media,North,Young Professionals,Personal Loan,12685,1464,107178,813984,29-03-2024,02-04-2024,12%, ? 73.21 ,659%
CMP1657,Investment Plan Promotion,SMS,South,Students,Investment Plan,9186,518,50873,305102,16-09-2024,21-09-2024,6%, ? 98.21 ,500%
CMP1658,Insurance Promotion,Push Notification,West,Young Professionals,Insurance,10988,1826,48001,861872,16-04-2024,29-04-2024,17%, ? 26.29 ,1696%
CMP1659,Insurance Promotion,SMS,South,SME Owners,Insurance,10436,1804,70081,804584,08-01-2024,20-01-2024,17%, ? 38.85 ,1048%
CMP1660,Investment Plan Promotion,Email,South,SME Owners,Investment Plan,10199,1488,30211,1032672,03-04-2024,06-04-2024,15%, ? 20.30 ,3318%
CMP1661,Personal Loan Promotion,Push Notification,West,Retail,Personal Loan,9594,1247,65242,991365,28-03-2024,01-04-2024,13%, ? 52.32 ,1420%
CMP1662,Investment Plan Promotion,SMS,East,Retail,Investment Plan,7973,1261,47691,423696,14-03-2024,20-03-2024,16%, ? 37.82 ,788%
CMP1663,Savings Account Promotion,Email,South,Students,Savings Account,3636,314,101051,357018,11-09-2024,24-09-2024,9%, ? 321.82 ,253%
CMP1664,Savings Account Promotion,SMS,West,Retail,Savings Account,10148,642,83227,687582,17-11-2024,26-11-2024,6%, ? 129.64 ,726%
CMP1665,Insurance Promotion,Push Notification,East,High Net Worth,Insurance,12695,1920,47413,1559040,03-06-2024,14-06-2024,15%, ? 24.69 ,3188%
CMP1666,Savings Account Promotion,Push Notification,North,Students,Savings Account,6444,658,103596,244776,10-01-2024,16-01-2024,10%, ? 157.44 ,136%
CMP1667,Investment Plan Promotion,Push Notification,South,Students,Investment Plan,9432,500,39702,433000,03-02-2024,08-02-2024,5%, ? 79.40 ,991%
CMP1668,Credit Card Promotion,Email,South,Students,Credit Card,4176,153,112764,80478,28-08-2024,02-09-2024,4%, ? 737.02 ,-29%
CMP1669,Personal Loan Promotion,SMS,East,Retail,Personal Loan,11171,487,23696,271746,31-03-2024,12-04-2024,4%, ? 48.66 ,1047%
CMP1670,Insurance Promotion,Social Media,South,High Net Worth,Insurance,4765,587,65740,184905,14-12-2024,20-12-2024,12%, ? 111.99 ,181%
CMP1671,Insurance Promotion,Push Notification,South,High Net Worth,Insurance,2692,225,83811,261000,23-04-2024,26-04-2024,8%, ? 372.49 ,211%
CMP1672,Investment Plan Promotion,Push Notification,South,SME Owners,Investment Plan,10345,1735,118134,806775,10-11-2024,23-11-2024,17%, ? 68.09 ,583%
CMP1673,Savings Account Promotion,SMS,South,SME Owners,Savings Account,11256,403,54681,157976,04-10-2024,08-10-2024,4%, ? 135.68 ,189%
CMP1674,Insurance Promotion,SMS,South,Students,Insurance,3772,240,83043,217920,12-09-2024,25-09-2024,6%, ? 346.01 ,162%
CMP1675,Insurance Promotion,Email,East,Retail,Insurance,4871,569,42626,447803,08-10-2024,13-10-2024,12%, ? 74.91 ,951%
CMP1676,Investment Plan Promotion,SMS,South,SME Owners,Investment Plan,12642,651,100070,326802,22-11-2024,04-12-2024,5%, ? 153.72 ,227%
CMP1677,Insurance Promotion,Push Notification,West,SME Owners,Insurance,14839,1337,90093,442547,05-10-2024,17-10-2024,9%, ? 67.38 ,391%
CMP1678,Credit Card Promotion,Push Notification,West,Young Professionals,Credit Card,10275,1075,40700,1185725,10-02-2024,15-02-2024,10%, ? 37.86 ,2813%
CMP1679,Credit Card Promotion,Email,South,Students,Credit Card,14399,2278,80315,1578654,19-11-2024,01-12-2024,16%, ? 35.26 ,1866%
CMP1680,Savings Account Promotion,Social Media,South,High Net Worth,Savings Account,2270,367,66976,332502,06-10-2024,19-10-2024,16%, ? 182.50 ,396%
CMP1681,Insurance Promotion,SMS,West,High Net Worth,Insurance,14327,532,35523,634676,24-01-2024,03-02-2024,4%, ? 66.77 ,1687%
CMP1682,Investment Plan Promotion,Email,North,Students,Investment Plan,14265,2192,36673,2525184,29-06-2024,09-07-2024,15%, ? 16.73 ,6786%
CMP1683,Investment Plan Promotion,Social Media,North,SME Owners,Investment Plan,8771,822,36964,872964,10-09-2024,17-09-2024,9%, ? 44.97 ,2262%
CMP1684,Personal Loan Promotion,SMS,West,Retail,Personal Loan,9997,1097,52252,1053120,06-07-2024,14-07-2024,11%, ? 47.63 ,1915%
CMP1685,Savings Account Promotion,Social Media,North,SME Owners,Savings Account,7445,284,108454,231176,25-03-2024,31-03-2024,4%, ? 381.88 ,113%
CMP1686,Credit Card Promotion,Social Media,North,SME Owners,Credit Card,7634,1239,110453,1256346,27-11-2024,05-12-2024,16%, ? 89.15 ,1037%
CMP1687,Savings Account Promotion,SMS,South,High Net Worth,Savings Account,6082,787,80142,289616,08-12-2024,20-12-2024,13%, ? 101.83 ,261%
CMP1688,Personal Loan Promotion,Push Notification,South,High Net Worth,Personal Loan,10497,1725,33156,1269600,21-04-2024,04-05-2024,16%, ? 19.22 ,3729%
CMP1689,Investment Plan Promotion,SMS,South,Retail,Investment Plan,2205,107,106511,61846,16-02-2024,24-02-2024,5%, ? 995.43 ,-42%
CMP1690,Investment Plan Promotion,Social Media,East,High Net Worth,Investment Plan,5811,1032,47127,228072,31-07-2024,08-08-2024,18%, ? 45.67 ,384%
CMP1691,Savings Account Promotion,SMS,East,Students,Savings Account,4708,246,77615,189420,13-10-2024,25-10-2024,5%, ? 315.51 ,144%
CMP1692,Insurance Promotion,Social Media,North,Young Professionals,Insurance,5273,174,50881,168084,10-09-2024,21-09-2024,3%, ? 292.42 ,230%
CMP1693,Personal Loan Promotion,Email,East,Young Professionals,Personal Loan,11168,1930,32297,1785250,29-09-2024,05-10-2024,17%, ? 16.73 ,5428%
CMP1694,Personal Loan Promotion,SMS,South,Students,Personal Loan,7679,571,52920,476214,22-12-2024,30-12-2024,7%, ? 92.68 ,800%
CMP1695,Investment Plan Promotion,Push Notification,West,Young Professionals,Investment Plan,4800,513,62712,390906,18-10-2024,21-10-2024,11%, ? 122.25 ,523%
CMP1696,Insurance Promotion,Social Media,West,SME Owners,Insurance,12728,1238,40583,1215716,05-04-2024,14-04-2024,10%, ? 32.78 ,2896%
CMP1697,Investment Plan Promotion,Email,North,SME Owners,Investment Plan,3914,589,111118,356934,15-06-2024,26-06-2024,15%, ? 188.66 ,221%
CMP1698,Insurance Promotion,Social Media,East,SME Owners,Insurance,5664,196,86216,132496,13-03-2024,21-03-2024,3%, ? 439.88 ,54%
CMP1699,Insurance Promotion,Social Media,North,Retail,Insurance,6357,824,55060,588336,02-12-2024,05-12-2024,13%, ? 66.82 ,969%
CMP1700,Insurance Promotion,Social Media,North,High Net Worth,Insurance,11291,1475,112268,563450,10-07-2024,13-07-2024,13%, ? 76.11 ,402%
CMP1701,Insurance Promotion,SMS,West,Young Professionals,Insurance,14112,1228,64814,367172,01-02-2024,07-02-2024,9%, ? 52.78 ,467%
CMP1702,Savings Account Promotion,Social Media,East,Students,Savings Account,8033,260,44618,281580,18-03-2024,30-03-2024,3%, ? 171.61 ,531%
CMP1703,Credit Card Promotion,SMS,West,Students,Credit Card,12016,2109,57564,2020422,03-08-2024,16-08-2024,18%, ? 27.29 ,3410%
CMP1704,Credit Card Promotion,Email,North,SME Owners,Credit Card,4972,758,76184,903536,16-06-2024,21-06-2024,15%, ? 100.51 ,1086%
CMP1705,Insurance Promotion,Email,South,SME Owners,Insurance,4240,323,20389,387277,13-01-2024,18-01-2024,8%, ? 63.12 ,1799%
CMP1706,Personal Loan Promotion,Email,West,Young Professionals,Personal Loan,10850,970,24986,731380,29-03-2024,04-04-2024,9%, ? 25.76 ,2827%
CMP1707,Credit Card Promotion,Social Media,South,Students,Credit Card,9262,708,47798,504804,22-01-2024,27-01-2024,8%, ? 67.51 ,956%
CMP1708,Savings Account Promotion,Social Media,East,Retail,Savings Account,6408,958,63526,387990,23-04-2024,02-05-2024,15%, ? 66.31 ,511%
CMP1709,Savings Account Promotion,SMS,North,SME Owners,Savings Account,6690,830,73747,550290,23-11-2024,26-11-2024,12%, ? 88.85 ,646%
CMP1710,Credit Card Promotion,SMS,West,Retail,Credit Card,2112,69,79722,75900,09-10-2024,12-10-2024,3%," ? 1,155.39 ",-5%
